@RELATION delta_ailerons

@ATTRIBUTE RollRate NUMERIC
@ATTRIBUTE PitchRate NUMERIC
@ATTRIBUTE currPitch NUMERIC
@ATTRIBUTE currRoll NUMERIC
@ATTRIBUTE diffRollRate NUMERIC
@ATTRIBUTE class {-1.0, 1.0}

@DATA
0.7991451359970732,-2.363242556903569,-1.0651075967558206,-0.8597008487351785,1.3908533653875275,-1.0
0.8639691339093982,-0.43920630778321673,0.41561628336747175,-0.7966472751689944,1.1098844324930053,-1.0
1.1556771245148616,-0.8133244673343965,-1.2501980817712322,-0.6705401280366264,1.2971970544226867,-1.0
0.3453771506107967,-1.7218971405301184,-1.620379051802055,1.5363349467798144,0.5479465667039614,-1.0
1.4960031135545688,-1.2943335296144844,-0.5098361417095859,-0.4813794073380743,1.6249941427996293,-1.0
0.7829391365189917,-1.668451689165664,-1.0651075967558206,-1.5532901579632028,0.8757436550809037,-1.0
0.8315571349532357,-0.06508814823203701,0.23052579835206036,0.4644241961546861,1.0630562770105851,-1.0
-1.0645448039822762,-1.0805517241566678,0.04543531333664864,0.08610275475758193,-0.7632417868038084,1.0
0.8963811328655609,1.9123935522527697,0.41561628336747175,0.6535849168532382,-1.1378670306631709,-1.0
-0.7080128154644877,-0.8133244673343965,1.1559782234291183,0.7166384904194223,-1.325179652592852,1.0
-0.9997208060699511,-0.5460972105121252,1.1559782234291183,-0.2291651130733382,-0.1076476100499235,1.0
1.3339431187737558,1.271048135879319,-0.6949266267249974,0.401370622588502,0.8757436550809037,-1.0
0.7181151386066665,0.5228118167769596,0.23052579835206036,2.6712992709711267,-1.0910388751807507,-1.0
0.8315571349532357,-1.5615607864367558,-1.805469536817467,-0.7335937016028103,1.9059630756941512,-1.0
1.0908531266025363,0.2021391085902342,-0.3247456566941745,-0.35527226020570624,1.0630562770105851,-1.0
-1.323840795631577,-0.33231540505430823,-1.2501980817712322,0.275263475456134,-0.20130392101476416,1.0
0.5884671427820163,1.3244935872437735,-0.5098361417095859,0.7166384904194223,0.07966501187975789,-1.0
0.5722611433039348,-0.011642696867582753,1.7112496784753528,-0.7335937016028103,1.2503688989402666,-1.0
0.6208791417381788,0.6831481708703223,1.3410687084445294,1.5993885203459985,-0.6695854758389677,-1.0
0.5398491443477723,0.14869365722577993,2.821792588567822,-0.8597008487351785,0.501118411221541,-1.0
-0.2704508295562926,-0.6529881132410337,0.04543531333664864,-0.7966472751689944,0.12649316736217822,1.0
-1.11316280241652,0.4693663654125054,-1.0651075967558206,-0.41832583377189025,-0.013991299085082808,1.0
1.5770331109449756,-0.7064335646054879,0.6007067683828835,-0.2922186866395222,2.280588319553514,-1.0
0.7343211380847479,2.446848065897312,1.526159193459941,-1.2380222901322828,0.3138057892918596,1.0
0.7991451359970732,-1.2943335296144844,-0.3247456566941745,-0.16611153950715418,1.859134920211731,-1.0
1.2529131213833495,-0.4926517591476709,-0.5098361417095859,-0.4813794073380743,0.782087344116063,-1.0
0.9287931318217234,-1.5615607864367558,-1.0651075967558206,-1.8685580257941228,2.1869320085886734,-1.0
-1.5345187888466338,2.393402614532858,0.23052579835206036,1.6624420939121827,-1.9807738293467372,1.0
0.16711115635190243,-0.3857608564187625,-0.13965517167876276,2.040763535309287,-0.4822728539092862,-1.0
0.4912311459135284,-0.4926517591476709,-0.6949266267249974,-0.6705401280366264,0.6884310331512222,-1.0
0.685703139650504,0.7365936222347765,2.451611618536999,-0.6074865544704423,1.203540743457846,-1.0
0.8963811328655609,-0.5995426618765795,-1.2501980817712322,1.7254956674783664,-0.43544469842686584,-1.0
1.285325120339512,-1.668451689165664,-0.5098361417095859,-0.6705401280366264,1.4376815208699478,-1.0
1.00982312921213,0.7365936222347765,1.1559782234291183,1.0319063582503423,-0.38861654294444553,-1.0
0.523643144869691,-0.8133244673343965,0.04543531333664864,-0.16611153950715418,0.032836856397337535,-1.0
0.16711115635190243,1.6451662954304989,3.377064043614057,-0.8597008487351785,0.5479465667039614,-1.0
0.7991451359970732,0.4693663654125054,-0.3247456566941745,0.590531343287054,0.9693999660457444,-1.0
-0.20562683164396742,0.6831481708703223,-0.13965517167876276,1.9146563881769187,-0.99738256421591,1.0
-0.9835148065918697,-1.4012244323433931,-1.4352885667866437,-0.8597008487351785,0.9693999660457444,1.0
0.685703139650504,0.3090300113191427,-1.805469536817467,-0.2922186866395222,0.6884310331512222,-1.0
1.4149731161641623,0.14869365722577993,-1.2501980817712322,-1.742450878661755,2.280588319553514,-1.0
-0.837660811289138,1.6451662954304989,2.0814306485061755,-0.2922186866395222,-2.542711695135781,1.0
-1.1293688018946013,0.4693663654125054,-1.0651075967558206,0.338317049022318,-1.559320430004954,1.0
-0.9673088071137884,-0.17197905096094548,0.7857972533982949,0.08610275475758193,-0.060819454567503144,1.0
-1.437282791978146,-1.5081153350723013,0.6007067683828835,1.5363349467798144,-1.8402893628994759,1.0
0.3453771506107967,-1.3477789809789387,-0.6949266267249974,1.5993885203459985,-1.1378670306631709,-1.0
0.7829391365189917,-0.9736608214277592,0.23052579835206036,0.52747776972087,-0.15447576553234382,-1.0
-1.323840795631577,-0.4926517591476709,-0.880017111740409,2.5451921238387585,-1.4656641190401132,1.0
-0.23803883060013004,-0.22542450232539976,-0.13965517167876276,-0.7335937016028103,-0.013991299085082808,1.0
1.074647127124455,-0.5460972105121252,-0.3247456566941745,0.7166384904194223,0.4074621002567002,-1.0
-2.069316771623317,-0.6529881132410337,0.23052579835206036,-0.10305796594097015,-2.1680864512764186,1.0
-0.7080128154644877,1.9123935522527697,2.266521133521587,1.0949599318165262,-0.8100699422862286,1.0
-0.886278809723382,-0.9202153700633048,0.41561628336747175,0.275263475456134,-0.34178838746202517,1.0
1.4797971140764874,-0.9202153700633048,-1.0651075967558206,-0.35527226020570624,2.0464475421414123,-1.0
0.6046731422600974,-0.43920630778321673,-0.5098361417095859,-0.6705401280366264,1.0162281215281648,-1.0
-0.9835148065918697,0.4693663654125054,1.3410687084445294,-1.9946651729264908,-1.699804896452215,1.0
0.5560551438258535,0.41592091404805115,-0.13965517167876276,-0.7335937016028103,0.7352591886336426,-1.0
0.9287931318217234,1.3244935872437735,-1.620379051802055,1.4102277996474464,0.07966501187975789,-1.0
0.21572915478614632,0.2021391085902342,-0.13965517167876276,0.4644241961546861,-0.6695854758389677,-1.0
-1.3562527945877398,0.041802754496871514,-2.1756505068482896,-0.040004392374786125,-0.4822728539092862,1.0
-0.49733482224943076,-0.11853359959649122,0.23052579835206036,-0.8597008487351785,0.4542902557391207,1.0
0.4750251464354471,0.2021391085902342,0.23052579835206036,0.52747776972087,-0.38861654294444553,-1.0
-0.5783648196398373,0.2555845599546885,0.04543531333664864,-0.9227544223013625,0.07966501187975789,1.0
0.7343211380847479,0.36247546268359687,2.6367021035524107,1.3471742260812625,-0.8100699422862286,1.0
0.3453771506107967,-0.8667699186988507,-1.0651075967558206,0.4644241961546861,0.12649316736217822,-1.0
1.4635911145984062,-1.0805517241566678,-1.0651075967558206,-1.490236584397019,2.280588319553514,-1.0
0.5884671427820163,0.2021391085902342,-0.13965517167876276,-0.4813794073380743,0.36063394477427996,-1.0
0.3777891495669593,-0.3857608564187625,-0.3247456566941745,0.4644241961546861,0.22014947832701892,-1.0
0.8639691339093982,0.09524820586132567,-1.0651075967558206,-0.4813794073380743,1.6718222982820496,-1.0
-0.7728368133768129,-0.43920630778321673,1.1559782234291183,0.14915632832376596,-0.20130392101476416,1.0
1.4635911145984062,0.041802754496871514,-0.880017111740409,0.6535849168532382,0.17332132284459859,-1.0
-0.837660811289138,-0.22542450232539976,-1.0651075967558206,0.08610275475758193,-0.29496023197960486,1.0
1.171883123992943,0.3090300113191427,0.7857972533982949,-0.4813794073380743,0.501118411221541,-1.0
0.13469915739573982,2.5537389686262206,0.04543531333664864,1.5363349467798144,-1.4656641190401132,1.0
0.9774111302559673,1.271048135879319,-0.13965517167876276,-0.4813794073380743,0.501118411221541,-1.0
1.6418571088573006,0.8969299763281394,-0.5098361417095859,-1.0488615694337304,1.6249941427996293,-1.0
0.8153511354751543,-0.33231540505430823,-0.3247456566941745,0.9057992111179742,-0.15447576553234382,-1.0
-1.5831367872808777,-0.5460972105121252,-0.880017111740409,0.0230491811913979,-1.325179652592852,1.0
